Model,MSE,RMSE,MAE,MAPE%,R2
"SARIMA(0, 1, 1)x(0, 1, 0, 6)",0.007559948324739103,0.08694796331564704,0.07999870707369076,2.660940337168031,-0.8787147924301979
"SARIMA(1, 1, 0)x(0, 1, 0, 6)",0.0075600000000001,0.0869482604771372,0.08000000000010213,2.6609804797650813,-0.8787276341948591
"SARIMA(0, 1, 0)x(0, 1, 0, 6)",0.007560000000260354,0.08694826047863381,0.08000000000536014,2.660980479942291,-0.8787276342595347
