Model,MSE,RMSE,MAE,MAPE%,R2
"SARIMA(1, 0, 0)x(0, 0, 0, 24)",6.241509235485511,2.498301269960353,1.7784040288399061,32.157068694987125,-1.1116543011458444
"SARIMA(0, 0, 1)x(0, 0, 0, 24)",22.020878550772455,4.692640893012426,4.12466296224166,85.87806130648244,-6.450198526083215
"SARIMA(0, 0, 0)x(0, 0, 0, 24)",23.816548295649966,4.880220107295363,4.567362962962963,100.0,-7.057717252267251
