Model,MSE,RMSE,MAE,MAPE%,R2
"SARIMA(0, 1, 1)x(0, 1, 0, 45)",0.008149846659946659,0.09027650115033622,0.09010929953235429,3.254448598831065,-7.858528978202893
"SARIMA(1, 1, 0)x(0, 1, 0, 45)",0.00819573586121506,0.09053030355198782,0.09036702259480585,3.263643065931422,-7.908408544798981
"SARIMA(0, 1, 0)x(0, 1, 0, 45)",0.008859999997709114,0.09412757299383169,0.09399999998815059,3.3928624266942506,-8.630434780118604
