Model,MSE,RMSE,MAE,MAPE%,R2
"SARIMA(0, 1, 0)x(0, 1, 0, 9)",20.454699999999967,4.522687254277037,4.317999999999995,4.659622816791551,0.13559466718955893
"SARIMA(1, 1, 0)x(0, 1, 0, 9)",20.454700000034386,4.522687254280842,4.318000000002252,4.659622816793875,0.1355946671881043
"SARIMA(0, 1, 1)x(0, 1, 0, 9)",21.155572459982245,4.599518720473072,4.3612097374342085,4.704090193192716,0.10597614958584645
