Model,MSE,RMSE,MAE,MAPE%,R2
"SARIMA(0, 1, 0)x(0, 2, 0, 6)",51.932524622603054,7.206422456573238,6.6816912101098,10.98891748510629,-10.4105218305057
"SARIMA(1, 1, 0)x(0, 2, 0, 6)",53.929264986589374,7.343654743149992,6.837441491016048,11.237873616321373,-10.849242067557325
"SARIMA(0, 1, 1)x(0, 2, 0, 6)",55.375626827550946,7.441480150316263,6.937331849744747,11.398660817879557,-11.167034115624238
