Model,MSE,RMSE,MAE,MAPE%,R2
"ARIMA(0, 1, 1)",0.549117466080971,0.7410246055840326,0.5639924582728776,13.186077024324966,-1.37647347090404
"Aggregated (ARIMA(0, 1, 1)+ARIMA(0, 1, 0))",0.5491387326849999,0.7410389549038565,0.5639962291364388,13.18611583713636,-1.3765655086253163
"ARIMA(0, 1, 0)",0.5491599999999999,0.7410533044255317,0.564,13.18615464994775,-1.3766575494235367
"ARIMA(1, 1, 0)",0.5491599999999999,0.7410533044255317,0.564,13.18615464994775,-1.3766575494235367
