Model,MSE,RMSE,MAE,MAPE%,R2
"SARIMA(1, 0, 0)x(0, 0, 0, 12)",12.179355082573387,3.4898932766738566,3.3021116947707556,5.513772627425306,-1.596769720947762
"SARIMA(0, 0, 1)x(0, 0, 0, 12)",3087.6557238629057,55.566678179129134,53.87000886546927,88.87626832908815,-657.3214659625576
"SARIMA(0, 0, 0)x(0, 0, 0, 12)",3680.457486415661,60.66677415534521,60.62810645161291,100.0,-783.7131884375874
